,site,eastings,northings,latitude,longitude
596,GI0301,260562,663040,55.84042290722948,-4.22699335014503
597,GI0401,260155,662800,55.83815014061987,-4.233364501229659
598,GI0551,259855,662870,55.838691658517305,-4.238187607066837
599,GI057U,259720,663002,55.839837679952375,-4.240409961761339
600,GI058U,259715,662994,55.83976439367105,-4.240485615320894
601,GI0601,259803,662806,55.83810189200819,-4.238984322940055
602,GI0651,259761,662762,55.83769460860279,-4.239631778670273
603,GI130A,260102,661791,55.82907481104697,-4.23369059712598
604,GI1351,260008,661803,55.82915531334339,-4.235196353862726
605,GI1501,260596,659885,55.81210329565633,-4.2248325392869885
606,GI155A,260147,659278,55.806523143963915,-4.231680297161136
607,GI1571,260232,659159,55.80547921121307,-4.230263960567185
608,GJ0051,259254,662554,55.83567937743951,-4.247613852186937
609,GJ0071,259509,662479,55.835080235636624,-4.243506402277075
610,GJ011A,259266,662193,55.8324414306622,-4.247235365575482
611,GJ0131,259287,662121,55.831801058762196,-4.246863037612887
612,GJ0141,259315,661829,55.82918732662878,-4.246265140367146
613,GJ0151,259332,661749,55.82847395293426,-4.245952530032596
614,GJ0161,259403,661768,55.82866523703331,-4.244829728003804
615,GJ0171,259518,661775,55.82876156668427,-4.242998790398743
616,GJ019A,259343,661662,55.82769597668815,-4.245732022066278
617,GJ020A,259354,661522,55.82644210777569,-4.245484095925056
618,GJ025A,259172,661178,55.82330025446736,-4.248209077049096
619,GJ0301,259106,660850,55.82033586364749,-4.249091817599304
620,GJ0321,259496,660802,55.82001848635324,-4.242846805553565
621,GJ0351,259100,660726,55.81922070677646,-4.249123255186955
622,GJ0401,259477,660682,55.818935463785735,-4.243087821766492
623,GJ095A,259342,660349,55.81590612177395,-4.245068651070527
624,GJ100A,259373,660096,55.81364343069803,-4.244443469847566
625,GJ105A,259431,659799,55.810993510136036,-4.2433650984306395
626,GJ110U,259498,659705,55.81016896092506,-4.242248208001306
627,GJ111U,259467,659644,55.80961221722264,-4.242710997676978
628,GJ112U,259342,658747,55.80152155901051,-4.244240488868949
629,GJ113U,259401,659679,55.80990728464477,-4.243781445946095
630,GJ114U,259460,659631,55.809493452261286,-4.24281589667237
631,GJ115U,259406,658978,55.80361436420003,-4.243339544916502
632,GJ120U,259134,658445,55.79874928185363,-4.247400059429129
633,GJ210A,258502,663484,55.84380997027842,-4.260096879567028
634,GJ215A,258411,663314,55.8422568509013,-4.261460462547407
635,GJ220A,258345,663049,55.83985805367069,-4.262375446021649
636,GJ225A,258321,662939,55.83886332157343,-4.262701026172008
637,GJ2301,258295,662828,55.83785902242182,-4.263057981015765
638,GJ235U,258458,662783,55.8375027986866,-4.2604336626935515
639,GJ2401,258262,662698,55.83668206619256,-4.263516693588548
640,GJ245U,258405,662646,55.83625713178539,-4.2612079138687005
641,GJ247U,258482,662617,55.83601932381733,-4.259964224214671
642,GJ250A,258232,662561,55.835443136640706,-4.263923860231143
643,GJ252A,258209,662468,55.834601336658785,-4.264242285495849
644,GJ2551,258189,662357,55.833598795784944,-4.264503437668029
645,GJ2601,258931,662647,55.8364201337758,-4.252815759824081
646,GJ2701,258817,663155,55.840948143940494,-4.2548988037828686
647,GJ275A,258761,662901,55.83865108769256,-4.255660319164831
648,GJ2801,258748,662700,55.83684250071515,-4.2557632170286395
649,GJ282A,258754,662604,55.83598227075445,-4.2556175594377015
650,GJ2851,258780,662506,55.83510993430318,-4.255151765482025
651,GJ290A,258814,662283,55.83311755700741,-4.254493390077833
652,GJ3001,258304,661937,55.8298613938562,-4.2624496326326735
653,GJ302U,258261,661853,55.82909453673353,-4.263091793674948
654,GJ304A,258388,661720,55.827937598384565,-4.260996500352944
655,GJ3051,258162,661626,55.82702723427588,-4.264552624343582
656,GJ3101,258567,661727,55.82805292037818,-4.2581446999017345
657,GJ315A,258627,661602,55.82694811502384,-4.257122539451576
658,GJ318A,258656,661332,55.82453226748144,-4.2565195275393695
659,GJ3201,258628,661278,55.82403920306905,-4.256938065769832
660,GJ325A,258444,661056,55.82199195784175,-4.259757374464142
661,GJ3301,258763,660916,55.820828293266516,-4.254596658275144
662,GJ3351,258774,660676,55.81867653767604,-4.2542965586409105
663,GJ342U,258436,660527,55.81723971183344,-4.25960955282141
664,GJ3551,258401,660653,55.81836080873846,-4.260233335588326
665,GJ360U,258315,660552,55.817428707997045,-4.261552261028571
666,GJ3651,258341,660525,55.817193900857184,-4.26112355167437
667,GJ370A,258233,660386,55.815914132220925,-4.2627734507651205
668,GJ3751,258034,660161,55.8138354132889,-4.265829502781745
669,GJ380A,257859,659933,55.81173674558852,-4.2685009710177715
670,GJ3851,257713,659609,55.808784582358435,-4.270659556456942
671,GJ387U,257402,659746,55.809923008867976,-4.275690000293295
672,GJ3901,257377,660849,55.81981938091229,-4.2766670055822305
673,GJ3951,257349,660216,55.814127457688635,-4.276781527730233
674,GJ400U,257425,661150,55.82253620707546,-4.27605931645323
675,GK0051,258518,663770,55.846382650337965,-4.259990597785841
676,GK015A,258458,663511,55.844039497866596,-4.260813137978638
677,GK020A,258375,663337,55.842452802907296,-4.2620469485603465
678,GK0251,258234,663162,55.84084008203662,-4.2642056689231636
679,GK0301,258065,662889,55.8383391536029,-4.266759781164715
680,GK0351,257984,662752,55.8370852105861,-4.267980608473423
681,GK037A,257907,662675,55.83637116963891,-4.2691689245626865
682,GK0401,257840,662608,55.83574985217984,-4.270202878471776
683,GK045A,257667,662453,55.83430713617879,-4.272881918806354
684,GK0501,257361,662162,55.83160395271472,-4.277611241980779
685,GK0551,257231,662052,55.830577846998516,-4.279627393282486
686,GK057U,256980,661938,55.82947996364938,-4.2835715958627825
687,GK070A,257105,661934,55.82948106197407,-4.281575420877781
688,GK075A,256926,661588,55.82632136492141,-4.284248769230099
689,GK0801,256866,661328,55.82396908051215,-4.285068928455515
690,GK0851,256808,661031,55.821285166088,-4.285837606258012
691,GK0901,256700,660490,55.81639557491123,-4.287275009380187
692,GK095A,256516,660188,55.81362934328596,-4.2900499625264565
693,GK0971,256442,660665,55.817890258516144,-4.291481747239016
694,GK100U,256599,661101,55.8218516696841,-4.2892078995744765
695,GK1051,256174,660828,55.81927407168322,-4.2958419408826245
696,GK110U,256327,661503,55.825380302727744,-4.29375858532942
697,GK1501,257647,663752,55.84596483352187,-4.273881975861039
698,GK1521,258062,663491,55.843743594817866,-4.267122330135385
699,GK1551,257987,663254,55.84159352036012,-4.268195258816963
700,GK157A,257926,663095,55.840147915177035,-4.26908548517479
701,GK1601,257729,662871,55.83807860207428,-4.272111674214702
702,GK165U,257570,662784,55.83725054108053,-4.274603081609367
703,GK1701,257069,662478,55.83435490547431,-4.282435898972723
704,GK1801,256831,662483,55.83432926708116,-4.286235711363553
705,GK195U,257492,663095,55.840019951646305,-4.276010830649324
706,GK2001,257781,663329,55.84220627173028,-4.271521819289122
707,GK202U,256937,663752,55.84575483367094,-4.2852130828864965
708,GK2051,256749,663372,55.84228710700347,-4.2880128977493355
709,GK210U,256635,663096,55.83977510259917,-4.289686357505136
710,GK2151,256232,662546,55.834716894285116,-4.295825750684345
711,GK2201,256299,662168,55.83134286598842,-4.2945568524116915
712,GK2231,256293,661967,55.82953634402276,-4.294546266218679
713,GK2251,256255,661738,55.82746888950093,-4.295031328056926
714,GK230A,256050,661518,55.82543248469875,-4.2981848791325925
715,GK230B,256061,661518,55.825435763896095,-4.298009421035967
716,GK2331,253512,659343,55.805140890384024,-4.337495447536092
717,GK235A,255942,661337,55.82377511990598,-4.299811630714444
718,GK235B,255951,661337,55.82377780475041,-4.299668080359309
719,GK2371,253351,659414,55.80572953318258,-4.340100363237332
720,GK305U,255872,661013,55.82084511440003,-4.300756361249235
721,GK3071,256007,660914,55.81999648589858,-4.298550836203291
722,GK310U,255805,660926,55.82004396276392,-4.301778792311308
723,GK312U,255838,660650,55.81757567626759,-4.301106165901235
724,GK3151,255771,660480,55.81602928514477,-4.302084488162246
725,GK320U,255625,660308,55.81444132416998,-4.304321421603245
726,GK3251,255402,660123,55.812713558643836,-4.307779065352146
727,GK3501,254359,254359,52.16784575248981,-4.129782679135773
728,GK3551,254251,660296,55.813920973037334,-4.32622474427939
729,GK360U,253575,660073,55.81171432658287,-4.336883938942428
730,GK3951,252728,660765,55.817669958648246,-4.350763666521808
731,GK400U,252995,661221,55.82184547834683,-4.34675235347503
732,GK401U,253013,661228,55.82191380656634,-4.346469061098126
733,GK4021,253035,661288,55.82245921036794,-4.346150623747015
734,GK4031,253206,660917,55.81918020041782,-4.343223036911407
735,GK4051,254199,661282,55.82275817698622,-4.327582590459792
736,GK4071,253897,661330,55.823097872989216,-4.332425065209277
737,GK408U,253565,661074,55.82069880967376,-4.337582358724867
738,GK4101,253586,661385,55.823497498489644,-4.337414934696199
739,GK4121,253720,661364,55.8233495593677,-4.33526639857703
740,GK413U,253448,661418,55.823751928109004,-4.339633753682697
741,GK414U,253446,661408,55.8236615360336,-4.339660261568659
742,GK415U,253224,661481,55.82424953957579,-4.343240468767356
743,GK416U,253227,661468,55.82413373111809,-4.343185600202342
744,GK420U,253201,661534,55.824718407608074,-4.343635935638235
745,GK421U,253214,661531,55.82469542411606,-4.343426966490758
746,GK425U,253130,661451,55.82395160415586,-4.3447235340731325
747,GK426U,253143,661453,55.82397351486921,-4.3445172697093435
748,GK430U,253135,661543,55.824779144706376,-4.344693493045008
749,GK431U,253142,661553,55.8248710584525,-4.344587246277717
750,GK435U,253108,661517,55.82453749166442,-4.345110090898722
751,GK436U,253110,661505,55.824430358377896,-4.345071706549496
752,GK4371,253364,661689,55.826159601008236,-4.341119713866887
753,GK440U,253500,661981,55.82882260796863,-4.33910784156806
754,GK441U,253511,661982,55.828834924166536,-4.338932912351579
755,GK445U,253580,662323,55.83191752710482,-4.3380159984418
756,GK446U,253573,662306,55.83176276927625,-4.338118507081082
757,GK4501,252040,661274,55.822029683578364,-4.3620120835494065
758,GK4551,251609,660919,55.81871013455112,-4.368692162898537
759,GK4571,252052,661645,55.825364333903075,-4.362022618043474
760,GK4581,252072,662163,55.83002125236,-4.361985574555654
761,GK4591,252064,661959,55.82818721610685,-4.362002133107344
762,GK4601,252130,662649,55.834402502786645,-4.361324874463005
763,GK4651,252107,662408,55.83223167312517,-4.361560613324584
764,GK4671,252062,662733,55.83513584813177,-4.362455470789165
765,GK4701,251919,662969,55.837210885017306,-4.364865546699975
766,GK475U,252638,662539,55.833570231042444,-4.35316069033187
767,GK476U,252645,662526,55.83345564860964,-4.353041964911632
768,GK4951,254160,658932,55.80164668195558,-4.326944750557751
769,GK5001,253675,659214,55.804032040262,-4.334827543348234
770,GK5002,253626,659263,55.804457150452066,-4.335635032358642
771,GK5021,253462,659232,55.8041291119077,-4.338232782304804
772,GK5022,253417,659220,55.80400772164473,-4.338943689961051
773,GK5051,253903,659085,55.802942785316155,-4.3311236148703545
774,GK507U,253407,659682,55.80815277286306,-4.339351970978417
775,GK5101,252877,659694,55.80809942455595,-4.3478083142713855
776,GK512U,252376,659642,55.8074797364774,-4.3557675509465215
777,GK5131,252528,660003,55.81076736956084,-4.353539914351951
778,GK5141,252659,659900,55.809882558157796,-4.351395452112497
779,GK516A,252203,660297,55.81330770663602,-4.358881463095428
780,GK516B,252196,660285,55.81319782415742,-4.358986558321882
781,GK520A,252069,660592,55.81591531486736,-4.3611785460648145
782,GK5251,252152,660451,55.81467477346921,-4.359778369173619
783,GK550U,251979,659624,55.80719667065521,-4.362087003777156
784,GL0051,257948,664188,55.84996835540317,-4.269306370680565
785,GL010A,257825,664190,55.84995007892236,-4.271270631827634
786,GL0151,257575,664189,55.84986735660487,-4.275260366058558
787,GL025U,257515,664324,55.85106178654625,-4.276288907001175
788,GL0271,257525,664407,55.851809986378036,-4.27617287105491
789,GL0301,257943,664260,55.85061336488259,-4.269423865883146
790,GL0351,257940,664385,55.85173484544993,-4.269537188509259
791,GL0401,257989,664643,55.85406583304873,-4.268890092129142
792,GL0451,257808,664627,55.85386884673024,-4.271770966249263
793,GL0521,257547,664621,55.85373796193375,-4.275934063766317
794,GL0551,257471,664629,55.85378734153582,-4.277151421119482
795,GL060A,257251,664588,55.85335415102264,-4.280641610589254
796,GL065A,257077,664545,55.85291653638261,-4.283396407192913
797,GL070A,256902,664503,55.85248754270477,-4.286167629636348
798,GL080A,256487,664456,55.85194225036065,-4.292766954281981
799,GL085A,256228,664416,55.85150597629724,-4.29687981853278
800,GL085B,256235,664406,55.851418275126775,-4.2967627905520045
801,GL088A,256099,664379,55.851135298762834,-4.298919219118356
802,GL090U,255711,664480,55.85192624823153,-4.3051658667363615
803,GL095A,255689,664314,55.8504292051332,-4.305428740874458
804,GL0971,255544,663030,55.83885717661859,-4.3070598316345485
805,GL0981,255534,663238,55.84072175128479,-4.3073300465948625
806,GL0991,255520,663546,55.84348299546025,-4.307717335404874
807,GL1001,255517,663332,55.841560658535464,-4.307651330794006
808,GL102U,255930,663635,55.84440468995844,-4.301221752736691
809,GL1051,255484,663677,55.84464842199694,-4.30836155730443
810,GL1101,255479,664134,55.848750178364526,-4.308684667366109
811,GL1151,255415,664253,55.84979946294083,-4.3097695140286305
812,GL117U,255372,664393,55.85104358546948,-4.310530430795646
813,GL1251,254884,664280,55.849882449031966,-4.318258977994973
814,GL1301,254635,664051,55.847751387683516,-4.3221104853036305
815,GL1351,254177,663948,55.846688385292346,-4.329364616932341
816,GL1401,253945,663904,55.84622315566659,-4.333043441958939
817,GL142A,253844,663892,55.84608482898773,-4.33464882354373
818,GL142B,253856,663881,55.84598970027649,-4.3344513960101
819,GL1451,254107,663746,55.84485355925417,-4.330373188417948
820,GL1501,254390,663555,55.84322413834132,-4.325754528748135
821,GL155A,254681,663406,55.841974050682126,-4.321031074245293
822,GL160U,253886,663168,55.839597101987394,-4.333588927145092
823,GL165A,253845,662848,55.83671155951423,-4.334070920189125
824,GL165B,253855,662850,55.83673254459243,-4.333912446838196
825,GL167U,253335,663381,55.841342380627424,-4.342495752604802
826,GL1691,253466,663865,55.84572775844591,-4.340666645379805
827,GL1701,253350,663858,55.84562966612628,-4.342514055179335
828,GL1711,253406,664213,55.84883403745641,-4.341812105710488
829,GL1751,253524,664467,55.85115040956983,-4.340065937405485
830,GL180U,253561,664677,55.85304712132854,-4.339588718881412
831,GL1821,253112,663865,55.845620119076614,-4.346315957950941
832,GL1851,252639,663911,55.845888897068654,-4.353889244171783
833,GL187U,252583,663612,55.84318725424309,-4.354620557176028
834,GL1901,252351,663897,55.84567515474018,-4.358477658680948
835,GL192A,252347,664022,55.84679622504784,-4.358609484806711
836,GL1951,252061,663880,55.845433693489944,-4.363096299539317
837,GL1961,252041,663396,55.841082049779885,-4.363151699468506
838,GL1962,252061,663530,55.842291278075095,-4.3629055797409855
839,GL199U,252167,664166,55.84803398617143,-4.361560492080798
840,GL200U,252179,664172,55.84809153303864,-4.361372248560043
841,GL2011,252122,664687,55.85269790209255,-4.3625625584616365
842,GL203U,252077,664917,55.85474911662536,-4.363406205449548
843,GL204U,252094,664929,55.85486206965755,-4.363141393419225
844,GL2051,254654,664786,55.854356369946856,-4.322200925740441
845,GL2071,254254,664893,55.855196373369616,-4.328643306520578
846,GL210U,254074,664939,55.85555496020225,-4.331541309238893
847,GL215A,253739,665037,55.85633338046127,-4.3369416312584
848,GL215B,253743,665046,55.856415399778186,-4.336882631762568
849,GL220U,253542,665165,55.85742284182609,-4.340155434724121
850,GL2251,253138,665443,55.85979598718065,-4.346755131629944
851,GL228A,255220,665827,55.86387334273874,-4.313721894580165
852,GL230A,252903,665928,55.86407887909323,-4.350769803695341
853,GL230B,252903,665939,55.86417764126256,-4.350775771280769
854,GL250U,253676,665261,55.85832544881695,-4.3380681280519084
855,GL255U,253698,665246,55.858197446210966,-4.3377088346707575
856,GL2601,253963,665899,55.86414072007617,-4.333830081890906
857,GL2621,256361,664825,55.85521790645173,-4.2949734703636615
858,GL2651,256587,664942,55.85633567401356,-4.291427683439097
859,GL268A,256745,664991,55.85682259007832,-4.288931328420503
860,GL268B,256745,664997,55.856876462773435,-4.288934497019848
861,GL2701,256935,664952,55.85652881503432,-4.285877652691053
862,GL2702,256924,664961,55.85660636116252,-4.286057999236927
863,GL2721,256148,664909,55.85590863942581,-4.298418117438706
864,GL275A,256147,664987,55.8566086816072,-4.298475442790865
865,GL275B,256154,664988,55.85661974814548,-4.298364228553096
866,GL2801,257057,664907,55.856160942114975,-4.283906378275096
867,GL2802,257058,664925,55.85632285715838,-4.283899899467381
868,GL285A,257128,664954,55.856603984167116,-4.2827977241550865
869,GL285B,257125,664965,55.856701862488364,-4.282851408795145
870,GL295A,255745,665520,55.861274246789456,-4.305176223325634
871,GL297A,256094,665320,55.85958278263521,-4.299498177848096
872,GL3001,253983,665976,55.864838120890205,-4.333552225487252
873,GL305A,254467,665885,55.86416740838733,-4.32577556892035
874,GL3071,254401,665868,55.86399484779389,-4.326820214839681
875,GL310A,254343,665812,55.86347453260246,-4.32771617212534
876,GL310B,254352,665809,55.86345031568068,-4.327570866808593
877,GL315A,254132,665919,55.86437144707097,-4.331142551054943
878,GL320U,254204,665995,55.8650755907653,-4.330033843190709
879,GL325A,254952,665854,55.86403521811491,-4.318015297747814
880,GL3301,255057,665813,55.863698670940295,-4.3163169149803835
881,GL3302,255058,665821,55.86377080034354,-4.316305225168207
882,GL332A,255082,665665,55.86237735209767,-4.315838662965499
883,GL3351,255253,665640,55.86220424839307,-4.313095184322272
884,GL3371,255361,665629,55.862137891034486,-4.311365027295049
885,GL340A,255450,665720,55.862981635455526,-4.309992594597771
886,GL341A,255462,665614,55.86203349653637,-4.309744502792474
887,GL341B,255471,665622,55.86210802333363,-4.309605076163462
888,GL3451,255544,665623,55.86213887670223,-4.308440117057817
889,GL350U,255224,665192,55.85817311903648,-4.313319037211838
890,GL3551,254924,664480,55.85169020174607,-4.317727478105821
891,GL4101,253816,666037,55.86533520365936,-4.336251512836158
892,GL4151,253697,666099,55.865855772974456,-4.3381849993587025
893,GL4251,253388,665882,55.8638135894968,-4.343001398447285
